,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1282,Private,Private,R,R114,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,44.4,Y,Y,USDA/TC/Mortens/LM,
1725,Private,Private,R,R147,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,44.4,Y,Y,USDA/LM/NRC,
1997,Private,Private,R,R161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,44.5,N,Y,USDA/TC/LM/Mortens,
2528,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.5,N,N,USDA/TC,
2547,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.5,N,N,USDA/TC,
1365,Private,Private,R,R118,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44.7,N,N,USDA,
2487,Private,Institutional,I,I1,PI,PIAB,PIAB,Picea abies,Norway Spruce,44.7,N,N,USDA/TC/Mortens,
1895,Private,Private,R,R161,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,44.8,Y,Y,USDA/LM,
2643,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,44.8,N,N,USDA/TC/LM,
2353,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.9,N,N,USDA/TC,
340,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,45,N,Y,USDA/TC/LM,
346,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,45,N,Y,USDA/TC/LM,
1193,Private,Private,R,R2,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,45,N,N,USDA/TC/Mortens,
2008,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,45,Y,Y,TC/LM,
2038,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,45,Y,Y,TC/LM,
2135,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45,N,N,USDA/TC,
2180,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,45,Y,Y,USDA/LM,
2357,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.1,N,N,USDA/TC,
2695,Private,Private (Alley),A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,45.1,N,Y,USDA/TC/LM/Mortens,
2536,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,45.2,Y,Y,TC/LM,
2541,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.2,N,N,USDA/TC,
2553,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.2,N,N,USDA/TC,
1122,Private,Private,R,R4,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,45.4,Y,Y,Mortens/LM,Hybrid of silver &red
1358,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,45.4,N,Y,USDA/TC/LM,
993,Private,Private,R,R12,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,45.5,N,Y,USDA/TC/LM/Mortens,
1527,Private,Private,R,R133,TI,TIAM,TIAM,Tilia americana ,American Basswood,45.5,Y,Y,Mortens/LM,
2607,Private,Institutional,I,I1,PI,PIAB,PIAB,Picea abies,Norway Spruce,45.5,N,N,USDA/TC/Mortens,
2672,Private,Institutional,I,I3,PN,PNNI,PNNI,Pinus nigra,NA,45.5,N,N,USDA/TC/Mortens,NA
1460,Private,Private,R,R119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.6,N,N,USDA/TC,
1420,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,45.7,N,Y,USDA/TC/LM,
2343,Private,Institutional,I,I2,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,45.7,Y,Y,USDA/LM,
1004,Private,Private,R,R44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,45.8,N,N,USDA,
1695,Private,Private,R,R143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.8,N,N,USDA/TC,
2551,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.8,N,N,USDA/TC,
1035,Private,Private,R,R58,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,45.9,Y,Y,USDA/LM,
103,Public,Street,S,S36,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,46,Y,Y,USDA/LM,
126,Public,Street,S,S98,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,46,Y,Y,USDA/LM,
276,Public,Street,S,S117,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,46,Y,Y,USDA/LM/NRC,
278,Public,Street,S,S117,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,46,Y,Y,USDA/LM/NRC,
557,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,46,N,Y,USDA/LM,
558,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,46,N,Y,USDA/LM,
559,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,46,N,Y,USDA/LM,
679,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,46,Y,Y,Mortens/LM,
695,Public,Street,S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,46,N,N,USDA,
761,Public,Street,S,S84,UL,ULAM,ULAM,Ulmus americana,White Elm,46,Y,Y,USDA/TC/LM,
766,Public,Street,S,S120,UL,ULAM,ULAM,Ulmus americana,White Elm,46,Y,Y,USDA/TC/LM,
896,Private,Private,R,R13,UL,ULAM,ULAM,Ulmus americana,White Elm,46,Y,Y,USDA/TC/LM,
940,Private,Private,R,R11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46,N,N,USDA/TC,
1318,Private,Private,R,R117,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,46,Y,Y,USDA/LM,
1359,Private,Private,R,R118,PI,PIGL,PIGL,Picea glauca,White Spruce,46,Y,Y,USDA/TC/LM,
1417,Private,Private,R,R118,PN,PNRE,PNRE,Pinus resinosa,Red Pine,46,Y,Y,USDA/TC/LM,
2131,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46,N,N,USDA/TC,
1817,Private,Private,R,R152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46.1,N,N,USDA/TC,
2376,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46.8,N,N,USDA/TC,
1440,Private,Private,R,R118,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,46.9,N,N,USDA/TC/Mortens,
16,Public,Street,S,S65,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47,N,N,USDA/TC,
1382,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,47,N,Y,USDA/TC/LM,
2122,Private,Institutional,I,I6,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,47,N,N,USDA/TC/Mortens,
2272,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47,N,N,USDA/TC,
2633,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,47,Y,Y,TC/LM,
1315,Private,Private,R,R117,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,47.2,Y,Y,USDA/LM,
939,Private,Private,R,R23,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.3,N,N,USDA/TC,
978,Private,Private,R,R37,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,47.3,N,N,USDA,
1159,Private,Private,R,R104,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.3,N,N,USDA/TC,
1261,Private,Private,R,R113,UL,ULAM,ULAM,Ulmus americana,White Elm,47.3,Y,Y,USDA/TC/LM,
1433,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,47.3,N,Y,USDA/TC/LM,
2552,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.6,N,N,USDA/TC,
2568,Private,Institutional,I,I1,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,47.7,N,N,USDA/TC/Mortens,
2569,Private,Institutional,I,I1,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,47.7,N,N,USDA/TC/Mortens,
2626,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,47.8,Y,Y,USDA/TC/LM,
15,Public,Street,S,S65,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48,N,N,USDA/TC,
121,Public,Street,S,S72,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,48,Y,Y,USDA/LM,
299,Public,Street,P,P3,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,48,Y,Y,USDA/TC/Mortens/LM,
665,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,48,Y,Y,Mortens/LM,
682,Public,Street,S,S13,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48,N,N,USDA,
683,Public,Street,S,S13,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48,N,N,USDA,
702,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48,N,N,USDA,
2036,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,48,Y,Y,TC/LM,
2193,Private,Institutional,I,I6,LA,LALA,LALA,Larix laricina,Tamarack,48,Y,Y,USDA/TC/LM,
2223,Private,Institutional,I,I6,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,48,N,N,USDA/TC/Mortens,
1705,Private,Private,R,R143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.1,N,N,USDA/TC,
1946,Private,Private (Alley),A,A8,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,48.1,N,Y,USDA/TC/LM/Mortens,
2375,Private,Institutional,I,I2,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,48.3,N,N,USDA/TC/Mortens,
2697,Private,Private (Alley),A,A11,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,48.3,Y,Y,USDA/TC/Mortens/LM,
2383,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48.4,N,N,USDA,
1713,Private,Private,R,R144,MA,MAIO,MAIO,Malus ioensis,,48.55,N,Y,http://bonap.net/Napa/TaxonMaps/Genus/County/Malus,
1604,Private,Private,R,R139,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,48.6,N,N,USDA/TC/LM,
1040,Private,Private,R,R62,UL,ULRU,ULRU,Ulmus rubra,,48.7,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
2371,Private,Institutional,I,I2,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,48.7,N,N,USDA/TC/Mortens,
2411,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.7,N,N,USDA/TC,
2414,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.7,N,N,USDA/TC,
1139,Private,Private,R,R96,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48.8,N,N,USDA,
2539,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.8,N,N,USDA/TC,
2543,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.8,N,N,USDA/TC,
1324,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,48.9,N,Y,USDA/TC/LM,
1467,Private,Private,R,R122,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,48.9,N,Y,USDA/LM,
1762,Private,Private,R,R151,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.9,N,N,USDA/TC,
2422,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.9,N,N,USDA/TC,
137,Public,Parc,P,P1,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,49,Y,Y,USDA/LM,
271,Public,Street,S,S95,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,49,Y,Y,USDA/LM/NRC,
284,Public,Street,S,S119,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,49,Y,Y,USDA/LM/NRC,
298,Public,Street,S,S92,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,49,Y,Y,USDA/TC/Mortens/LM,
470,Public,Parc,P,P2,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,49,N,Y,USDA/LM,
710,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,49,N,N,USDA,
785,Public,Street,S,S124,UL,ULPU,ULPUPR,Ulmus pumila 'Park Royal',NA,49,N,N,USDA/TC/LM,NA
902,Private,Private,R,R13,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,49,Y,Y,USDA/TC/LM,
2248,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,49,Y,Y,USDA/LM,
2415,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,49,Y,Y,TC/LM,
2465,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,49,Y,Y,TC/LM,
2610,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,49,N,N,USDA/TC/LM,
1030,Private,Private,R,R54,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,49.2,N,Y,USDA/TC/LM,
1909,Private,Private,R,R161,AC,ACPL,ACPL,Acer platanoides,Norway Maple,49.2,N,N,USDA/TC,
1407,Private,Private,R,R118,PI,PIGL,PIGL,Picea glauca,White Spruce,49.4,Y,Y,USDA/TC/LM,
1865,Private,Private,R,R156,CE,CECA,CECA,Cercis canadensis,,49.4,N,Y,https://www.srs.fs.usda.gov/pubs/misc/ag_654/volume_2/cercis/canadensis.htm,
1648,Private,Private,R,R141,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,49.6,N,Y,TC/lLM/Mortens,
1992,Private,Private,R,R161,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,49.6,Y,Y,USDA/LM,
942,Private,Private,R,R11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,49.7,N,N,USDA/TC,
2004,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,49.8,Y,Y,TC/LM,
2556,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,49.8,N,N,USDA/TC,
72,Public,Street,S,S16,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,50,Y,Y,USDA/LM,
555,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,50,N,Y,USDA/LM,
564,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,50,N,Y,USDA/LM,
705,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,50,N,N,USDA,
779,Public,Street,S,S45,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,50,N,N,USDA/TC/LM,
784,Public,Street,S,S124,UL,ULPU,ULPUPR,Ulmus pumila 'Park Royal',NA,50,N,N,USDA/TC/LM,NA
2136,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50,N,N,USDA/TC,
2170,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50,N,N,USDA/TC,
2176,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50,N,N,USDA/TC,
2189,Private,Institutional,I,I6,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,50,N,N,USDA/TC/Mortens,
2306,Private,Institutional,I,I6,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,50,Y,Y,USDA/TC/Mortens/LM,
924,Private,Private,R,R19,SO,SOTH,SOXXTH,Sorbus_x_thuringiaca,,50.2,N,N,https://forest.jrc.ec.europa.eu/media/atlas/Sorbus_aria.pdf,
2565,Private,Institutional,I,I1,TA,TACA,TACA,Taxus canadensis,Canadian Yew,50.3,Y,Y,USDA/TC/LM,
1081,Private,Private,R,R77,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,50.4,Y,Y,USDA/LM,
1257,Private,Private,R,R113,UL,ULAM,ULAM,Ulmus americana,White Elm,50.4,Y,Y,USDA/TC/LM,
1362,Private,Private,R,R118,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,50.4,N,Y,USDA/TC/LM/Mortens,
1468,Private,Private,R,R123,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,50.5,N,Y,USDA/LM,
2350,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.5,N,N,USDA/TC,
2618,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.5,N,N,USDA/TC,
1115,Private,Private,R,R90,SA,SAAL,SAAL,Salix alba,NA,50.6,N,N,USDA/Mortens,NA
1302,Private,Private,R,R116,MA,MASY,MASY,Malus sylvestris,Crab Apple,50.6,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
1998,Private,Private,R,R162,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.7,N,N,USDA/TC,
1092,Private,Private,R,R83,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,50.8,N,Y,USDA/TC/LM/Mortens,
1996,Private,Private,R,R161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,50.9,N,Y,USDA/TC/LM/Mortens,
104,Public,Street,S,S36,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,51,Y,Y,USDA/LM,
277,Public,Street,S,S117,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,51,Y,Y,USDA/LM/NRC,
343,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,51,N,Y,USDA/TC/LM,
701,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,51,N,N,USDA,
763,Public,Street,S,S101,UL,ULAM,ULAM,Ulmus americana,White Elm,51,Y,Y,USDA/TC/LM,
1933,Private,Private (Alley),A,A7,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,51,N,N,USDA/TC/LM,
2173,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51,N,N,USDA/TC,
2225,Private,Institutional,I,I6,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,51,N,N,USDA/TC/Mortens,
2252,Private,Institutional,I,I6,CT,CTSP,CTSP,Catalpa speciosa,Western Catalpa,51,N,Y,USDA/TC/LM,
1724,Private,Private,R,R147,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51.1,N,N,USDA/TC,
1792,Private,Private,R,R152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51.1,N,N,USDA/TC,
1108,Private,Private,R,R87,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,51.3,Y,Y,USDA/TC/LM,
1319,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,51.3,N,Y,USDA/TC/LM,
952,Private,Private,R,R26,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,51.6,N,Y,USDA/TC/LM/Mortens,
1911,Private,Private (Alley),A,A1,FR,FRAM,FRAM,Fraxinus americana,White Ash,51.6,Y,Y,USDA/TC/LM,
2559,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51.7,N,N,USDA/TC,
1152,Private,Private,R,R103,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,51.8,Y,Y,USDA/LM,
279,Public,Street,S,S117,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,52,Y,Y,USDA/LM/NRC,
2245,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,52,Y,Y,USDA/LM,
2316,Private,Institutional,I,I6,PI,PIGL,PIGL,Picea glauca,White Spruce,52,Y,Y,USDA/TC/LM,
1943,Private,Private (Alley),A,A8,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,52.2,N,Y,TC/lLM/Mortens,
934,Private,Private,R,R22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,52.3,N,Y,USDA/TC/LM/Mortens,
959,Private,Private,R,R30,UL,ULAM,ULAM,Ulmus americana,White Elm,52.3,Y,Y,USDA/TC/LM,
1704,Private,Private,R,R143,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,52.3,Y,Y,USDA/LM,
1593,Private,Private,R,R139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.4,N,N,USDA/TC,
994,Private,Private,R,R41,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.5,N,N,USDA/TC,
1539,Private,Private,R,R135,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.5,N,N,USDA/TC,
1841,Private,Private,R,R155,PI,PIRU,PIRU,Picea rubens,Red Spruce,52.7,Y,Y,USDA/TC/LM,
1466,Private,Private,R,R121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,52.8,N,Y,USDA/LM,
2549,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.8,N,N,USDA/TC,
1830,Private,Private,R,R154,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,52.85,N,Y,TC/lLM/Mortens,
2360,Private,Institutional,I,I2,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,52.9,Y,Y,USDA/LM,
674,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,53,Y,Y,Mortens/LM,
2134,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53,N,N,USDA/TC,
2174,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53,N,N,USDA/TC,
2210,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53,N,N,USDA/TC,
2216,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,53,Y,Y,USDA/LM,
2218,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,53,Y,Y,USDA/LM,
2303,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,53,Y,Y,USDA/LM,
1459,Private,Private,R,R119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.4,N,N,USDA/TC,
2373,Private,Institutional,I,I2,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,53.4,Y,Y,USDA/LM,
2409,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.4,N,N,USDA/TC,
2464,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,53.6,Y,Y,TC/LM,
1312,Private,Private,R,R117,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,53.7,Y,Y,USDA/LM,
281,Public,Street,S,S117,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,54,Y,Y,USDA/LM/NRC,
563,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,54,N,Y,USDA/LM,
2179,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54,N,N,USDA/TC,
2224,Private,Institutional,I,I6,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,54,N,N,USDA/TC/Mortens,
2261,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54,N,N,USDA/TC,
1941,Private,Private (Alley),A,A7,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,54.3,N,N,USDA/TC/Mortens,
1444,Private,Private,R,R119,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,54.4,N,Y,USDA/LM,
1518,Private,Private,R,R132,MA,MASY,MASY,Malus sylvestris,Crab Apple,54.4,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
1947,Private,Private (Alley),A,A9,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,54.4,N,Y,USDA/TC/LM/Mortens,
1613,Private,Private,R,R139,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,54.5,N,N,USDA/TC/Mortens,
2410,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54.5,N,N,USDA/TC,
2145,Private,Institutional,I,I6,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,55,Y,Y,USDA/TC/Mortens/LM,
2217,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,55,Y,Y,USDA/LM,
2222,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,55,Y,Y,USDA/LM,
2441,Private,Institutional,I,I1,PN,PNST,PNST,Pinus strobus,Eastern White Pine,55.1,Y,Y,USDA/TC/LM,
1595,Private,Private,R,R139,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,55.2,N,Y,USDA/LM,
2429,Private,Institutional,I,I1,QU,QUMA,QUMA,Quercus macrocarpa,Bur Oak,55.3,Y,Y,USDA/TC/LM/NRC,
1366,Private,Private,R,R118,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,55.4,N,N,USDA,
1654,Private,Private,R,R142,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.4,N,N,USDA/TC,
1721,Private,Private,R,R147,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,55.5,N,N,USDA,
1647,Private,Private,R,R141,UL,ULAM,ULAM,Ulmus americana,White Elm,55.9,Y,Y,USDA/TC/LM,
2352,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.9,N,N,USDA/TC,
2570,Private,Institutional,I,I1,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,55.9,N,N,USDA/TC/Mortens,
746,Public,Street,S,S72,UL,ULAM,ULAM,Ulmus americana,White Elm,56,Y,Y,USDA/TC/LM,
2214,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,56,Y,Y,USDA/LM,
2265,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,56,Y,Y,USDA/LM,
2271,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56,N,N,USDA/TC,
1089,Private,Private,R,R81,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,56.1,N,N,USDA/TC/LM,
1293,Private,Private,R,R114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.3,N,N,USDA/TC,
2349,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,56.4,N,N,USDA,
2566,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,56.5,N,N,USDA,
1848,Private,Private,R,R156,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.6,N,N,USDA/TC,
1255,Private,Private,R,R113,UL,ULAM,ULAM,Ulmus americana,White Elm,56.8,Y,Y,USDA/TC/LM,
741,Public,Street,S,S45,UL,ULAM,ULAM,Ulmus americana,White Elm,57,Y,Y,USDA/TC/LM,
